"","COMMON.NAME","OBSERVATION.COUNT","LATITUDE","LONGITUDE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","PROTOCOL.TYPE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","julian_date"
"850858","Tree Swallow",300,42.034026,-83.040726,2021-09-23,"08:00:00","Stationary",360,NA,NA,3,1,266
"851566","Tree Swallow",300,42.034026,-83.040726,2021-09-23,"08:00:00","Stationary",360,NA,NA,3,1,266
"853516","Tree Swallow",500,42.5766727,-80.3738179,2021-08-13,"19:55:00","Stationary",60,NA,NA,4,1,225
"858243","Tree Swallow",800,42.1158928,-82.412374,2021-10-22,"08:10:00","Stationary",470,NA,NA,1,1,295
"859919","Tree Swallow",250,42.034026,-83.040726,2021-09-21,"08:00:00","Stationary",540,NA,NA,3,1,264
"868320","Tree Swallow",300,42.3195895,-82.02075,2022-09-24,"16:56:00","Traveling",76,1.27,NA,2,1,267
"868422","Tree Swallow",225,45.2732556,-75.2444172,2022-09-20,"12:58:00","Stationary",32,NA,NA,2,1,263
"869750","Tree Swallow",300,42.034026,-83.040726,2022-10-05,"08:43:00","Traveling",229,2,NA,1,1,278
"869754","Tree Swallow",470,42.034026,-83.040726,2022-09-16,"07:00:00","Stationary",540,NA,NA,1,1,259
"875243","Tree Swallow",408,42.03317,-83.0455,2022-09-23,"11:16:00","Traveling",167,0.254,NA,16,1,266
"875368","Tree Swallow",500,45.2446786,-75.332222,2022-08-14,"08:10:00","Traveling",110,12,NA,1,1,226
"879157","Tree Swallow",204,42.034026,-83.040726,2022-09-24,"08:00:00","Stationary",540,NA,NA,4,1,267
"879160","Tree Swallow",450,42.034026,-83.040726,2022-10-05,"07:00:00","Stationary",540,NA,NA,1,1,278
"879223","Tree Swallow",300,42.034026,-83.040726,2022-10-21,"07:00:00","Stationary",540,NA,NA,1,1,294
"881363","Tree Swallow",400,42.0359215,-83.0310748,2022-09-29,"14:50:00","Stationary",90,NA,NA,2,1,272
"886007","Tree Swallow",250,42.5829243,-80.3983998,2022-08-11,"06:37:00","Traveling",134,1.313,NA,1,1,223
"887250","Tree Swallow",370,42.8782284,-80.1077557,2022-08-15,"10:24:00","International Shorebird Survey (ISS)",25,1.105,NA,1,1,227
"887489","Tree Swallow",400,42.3195895,-82.02075,2022-08-23,"10:20:00","Traveling",60,0.7,NA,1,1,235
"887617","Tree Swallow",750,42.3195895,-82.02075,2022-09-29,"10:35:00","Traveling",55,2.5,NA,1,1,272
"887624","Tree Swallow",300,42.3195895,-82.02075,2022-09-24,"12:49:00","Traveling",111,1.592,NA,2,1,267
"887626","Tree Swallow",275,42.3195895,-82.02075,2022-09-23,"08:12:00","Traveling",168,1.81,NA,2,1,266
"887679","Tree Swallow",300,42.3195895,-82.02075,2022-09-24,"16:56:00","Traveling",76,1.27,NA,2,1,267
"888694","Tree Swallow",250,41.9693171,-82.5288464,2022-07-26,"06:43:00","Traveling",46,1.609,NA,1,1,207
"888993","Tree Swallow",400,42.034026,-83.040726,2022-10-23,"08:00:00","Stationary",540,NA,NA,5,1,296
"889037","Tree Swallow",204,42.034026,-83.040726,2022-09-24,"08:00:00","Stationary",540,NA,NA,4,1,267
"889817","Tree Swallow",450,41.9501084,-82.5180826,2022-07-15,"06:47:00","Traveling",68,1.637,NA,1,1,196
"889904","Tree Swallow",480,41.9283198,-82.5100064,2022-09-24,"10:33:00","Traveling",90,2.5,NA,2,1,267
"894683","Tree Swallow",408,42.03317,-83.0455,2022-09-23,"11:16:00","Traveling",167,0.254,NA,16,1,266
"897385","Tree Swallow",400,42.3195895,-82.02075,2022-09-12,"08:25:00","Traveling",120,2.25,NA,1,1,255
"897388","Tree Swallow",600,42.3195895,-82.02075,2022-09-24,"12:31:00","Traveling",43,1.41,NA,3,1,267
"897389","Tree Swallow",300,42.3195895,-82.02075,2022-09-24,"15:00:00","Traveling",86,1.144,NA,2,1,267
"897451","Tree Swallow",600,42.3195895,-82.02075,2022-09-24,"12:31:00","Traveling",43,1.41,NA,3,1,267
"897550","Tree Swallow",250,42.0136726,-82.4920494,2022-08-24,"19:33:00","Traveling",20,0.25,NA,1,1,236
"898828","Tree Swallow",440,42.034026,-83.040726,2022-10-30,"08:00:00","Stationary",540,NA,NA,4,1,303
"898877","Tree Swallow",265,42.034026,-83.040726,2022-09-13,"07:00:00","Stationary",540,NA,NA,3,1,256
"901044","Tree Swallow",400,41.9553986,-82.5139999,2022-09-06,"18:10:00","Traveling",130,7,NA,1,1,249
"901376","Tree Swallow",1000,42.5866291,-80.4417765,2022-08-12,"20:32:00","Traveling",60,15.527,NA,1,1,224
"903853","Tree Swallow",300,42.0422495,-83.0350113,2022-10-17,"11:07:00","Traveling",132,1,NA,2,1,290
"905709","Tree Swallow",240,43.6282673,-79.329167,2022-07-01,"07:30:00","Traveling",225,9,NA,1,1,182
"906090","Tree Swallow",350,42.5611096,-80.2817345,2022-08-31,"20:00:00","Incidental",NA,NA,NA,1,0,243
"906642","Tree Swallow",800,42.3195895,-82.02075,2022-08-27,"10:50:00","Traveling",70,1.44,NA,3,1,239
"908414","Tree Swallow",260,42.034026,-83.040726,2022-10-07,"07:00:00","Stationary",540,NA,NA,1,1,280
"909383","Tree Swallow",400,41.9283198,-82.5100064,2022-07-10,"13:26:00","Traveling",76,3.214,NA,1,1,191
"913523","Tree Swallow",255,43.0729668,-79.9513317,2022-10-21,"09:30:00","Traveling",15,2.6,NA,1,0,294
"913957","Tree Swallow",408,42.03317,-83.0455,2022-09-23,"11:16:00","Traveling",167,0.254,NA,16,1,266
"915954","Tree Swallow",262,42.5611096,-80.2817345,2022-08-26,"19:29:00","Traveling",74,3.27,NA,1,1,238
"916393","Tree Swallow",270,42.3195895,-82.02075,2022-08-15,"17:06:00","Traveling",56,1.659,NA,1,1,227
"916441","Tree Swallow",260,42.8782284,-80.1077557,2022-08-04,"10:28:00","International Shorebird Survey (ISS)",22,0.712,NA,1,1,216
"916905","Tree Swallow",400,42.0136726,-82.4920494,2022-08-13,"17:45:00","Traveling",70,0.2,NA,2,1,225
"918161","Tree Swallow",440,42.034026,-83.040726,2022-10-30,"08:00:00","Stationary",540,NA,NA,4,1,303
"918513","Tree Swallow",500,41.9501084,-82.5180826,2022-09-24,"10:49:00","Traveling",30,0.77,NA,1,0,267
"925021","Tree Swallow",10000,42.5611096,-80.2817345,2022-08-24,"20:24:00","Traveling",180,2.5,NA,1,1,236
"925374","Tree Swallow",400,42.3195895,-82.02075,2022-09-25,"09:21:00","Traveling",70,1.17,NA,2,1,268
"928325","Tree Swallow",480,41.9283198,-82.5100064,2022-09-24,"10:33:00","Traveling",90,2.5,NA,2,1,267
"929831","Tree Swallow",400,42.0359215,-83.0310748,2022-09-29,"14:50:00","Stationary",90,NA,NA,2,1,272
"932689","Tree Swallow",1500,42.1768999,-82.2532557,2022-10-07,"07:40:00","Stationary",440,NA,NA,1,1,280
"932812","Tree Swallow",225,41.9881832,-82.524393,2022-07-25,"06:15:00","Traveling",65,1.287,NA,1,1,206
"935756","Tree Swallow",500,42.5611096,-80.2817345,2022-08-29,"20:00:00","Incidental",NA,NA,NA,1,0,241
"936991","Tree Swallow",250,42.034026,-83.040726,2022-10-08,"08:00:00","Stationary",540,NA,NA,5,1,281
"936995","Tree Swallow",405,42.034026,-83.040726,2022-10-29,"08:00:00","Stationary",540,NA,NA,5,1,302
"940016","Tree Swallow",250,42.0280888,-82.4870137,2022-09-24,"10:59:00","Stationary",16,NA,NA,3,1,267
"946975","Tree Swallow",600,42.034026,-83.040726,2022-09-09,"07:00:00","Stationary",540,NA,NA,2,1,252
"946979","Tree Swallow",300,42.034026,-83.040726,2022-10-18,"08:00:00","Stationary",360,NA,NA,4,1,291
"947192","Tree Swallow",470,42.034026,-83.040726,2022-09-16,"07:00:00","Stationary",540,NA,NA,1,1,259
"949441","Tree Swallow",265,41.9553986,-82.5139999,2022-09-24,"06:33:00","Traveling",341,8,NA,16,1,267
"951645","Tree Swallow",250,43.071006,-79.951841,2022-10-19,"17:23:00","Incidental",NA,NA,NA,1,0,292
"952822","Tree Swallow",250,42.5829243,-80.3983998,2022-08-06,"18:19:00","Traveling",148,1.04,NA,1,1,218
"954359","Tree Swallow",300,42.3195895,-82.02075,2022-09-24,"15:00:00","Traveling",86,1.144,NA,2,1,267
"955261","Tree Swallow",300,42.0136726,-82.4920494,2022-08-18,"20:10:00","Traveling",20,0.2,NA,2,1,230
"955451","Tree Swallow",250,45.2732556,-75.2444172,2022-09-03,"08:53:00","Traveling",70,0.5,NA,1,1,246
"956211","Tree Swallow",240,42.034026,-83.040726,2022-10-03,"07:00:00","Stationary",540,NA,NA,1,1,276
"956807","Tree Swallow",400,42.034026,-83.040726,2022-10-12,"07:00:00","Stationary",540,NA,NA,1,1,285
"956968","Tree Swallow",206,42.034026,-83.040726,2022-09-05,"07:00:00","Stationary",540,NA,NA,3,1,248
"961130","Tree Swallow",415,42.174005,-82.458535,2022-09-23,"10:20:00","Incidental",NA,NA,NA,3,0,266
"961131","Tree Swallow",415,42.174005,-82.458535,2022-09-23,"10:20:00","Incidental",NA,NA,NA,3,0,266
"961893","Tree Swallow",2500,42.17126,-82.2712124,2022-09-22,"07:10:00","Stationary",548,NA,NA,1,1,265
"963635","Tree Swallow",220,42.5611096,-80.2817345,2022-08-25,"20:09:00","Incidental",NA,NA,NA,1,0,237
"966659","Tree Swallow",240,42.034026,-83.040726,2022-10-16,"08:00:00","Stationary",540,NA,NA,2,1,289
"967970","Tree Swallow",280,42.2604709,-82.8821195,2022-08-10,"16:30:00","Traveling",27,6.437,NA,2,1,222
"968568","Tree Swallow",400,41.9553986,-82.5139999,2022-07-14,"19:30:00","Traveling",120,4,NA,2,1,195
"970063","Tree Swallow",350,42.2665036,-81.9384214,2022-08-01,"08:20:00","Traveling",50,1.5,NA,1,1,213
"974316","Tree Swallow",500,42.3195895,-82.02075,2022-08-30,"10:52:00","Traveling",86,1.5,NA,1,1,242
"974671","Tree Swallow",600,42.3195895,-82.02075,2022-09-24,"12:31:00","Traveling",43,1.41,NA,3,1,267
"975877","Tree Swallow",400,42.034026,-83.040726,2022-10-23,"08:00:00","Stationary",540,NA,NA,5,1,296
"976063","Tree Swallow",700,42.034026,-83.040726,2022-09-04,"08:00:00","Stationary",420,NA,NA,2,1,247
"980945","Tree Swallow",415,42.174005,-82.458535,2022-09-23,"10:20:00","Incidental",NA,NA,NA,3,0,266
"981677","Tree Swallow",408,42.03317,-83.0455,2022-09-23,"11:16:00","Traveling",167,0.254,NA,16,1,266
"984002","Tree Swallow",275,42.3195895,-82.02075,2022-09-23,"08:12:00","Traveling",168,1.81,NA,2,1,266
"984536","Tree Swallow",400,42.3195895,-82.02075,2022-09-25,"09:21:00","Traveling",70,1.17,NA,2,1,268
"985185","Tree Swallow",250,42.034026,-83.040726,2022-10-08,"08:00:00","Stationary",540,NA,NA,5,1,281
"985729","Tree Swallow",250,45.3711229,-75.7915535,2022-07-02,"16:51:00","Traveling",45,1.122,NA,1,1,183
"985862","Tree Swallow",206,42.034026,-83.040726,2022-09-05,"07:00:00","Stationary",540,NA,NA,3,1,248
"987557","Tree Swallow",250,42.0280888,-82.4870137,2022-09-24,"10:59:00","Stationary",16,NA,NA,3,1,267
"987712","Tree Swallow",400,41.9553986,-82.5139999,2022-07-14,"19:30:00","Traveling",120,4,NA,2,1,195
"992703","Tree Swallow",400,42.3195895,-82.02075,2022-10-09,"10:07:00","Traveling",84,2,NA,1,1,282
"993454","Tree Swallow",225,45.2732556,-75.2444172,2022-09-20,"12:58:00","Stationary",32,NA,NA,2,1,263
"994093","Tree Swallow",800,42.3195895,-82.02075,2022-08-27,"09:18:00","Traveling",46,1.548,NA,1,1,239
"994418","Tree Swallow",400,42.0136726,-82.4920494,2022-08-13,"17:45:00","Traveling",70,0.2,NA,2,1,225
"994746","Tree Swallow",240,42.034026,-83.040726,2022-10-16,"08:00:00","Stationary",540,NA,NA,2,1,289
"995565","Tree Swallow",250,41.9501084,-82.5180826,2022-07-09,"06:15:00","Traveling",51,1.462,NA,1,1,190
"999571","Tree Swallow",300,45.4723353,-75.1431638,2022-08-09,"12:15:00","Stationary",11,NA,NA,1,1,221
"1001613","Tree Swallow",408,42.03317,-83.0455,2022-09-23,"11:16:00","Traveling",167,0.254,NA,16,1,266
"1002859","Tree Swallow",250,43.6282673,-79.329167,2022-07-31,"12:15:00","Traveling",240,8.5,NA,1,1,212
"1003533","Tree Swallow",400,42.3195895,-82.02075,2022-08-14,"18:45:00","Traveling",60,3.219,NA,2,1,226
"1003697","Tree Swallow",300,42.0136726,-82.4920494,2022-08-18,"20:10:00","Traveling",20,0.2,NA,2,1,230
"1006510","Tree Swallow",300,41.9553986,-82.5139999,2022-09-24,"06:35:00","Traveling",337,4.11,NA,2,1,267
"1007178","Tree Swallow",300,41.9553986,-82.5139999,2022-09-24,"06:35:00","Traveling",337,4.11,NA,2,1,267
"1007458","Tree Swallow",250,42.0280888,-82.4870137,2022-09-24,"10:59:00","Stationary",16,NA,NA,3,1,267
"1007950","Tree Swallow",250,42.9048399,-79.48027,2022-08-24,"09:45:00","Traveling",33,4.802,NA,1,1,236
"1008147","Tree Swallow",230,42.9048399,-79.48027,2022-08-18,"10:55:00","Traveling",14,2.426,NA,1,1,230
"1010650","Tree Swallow",300,42.0422495,-83.0350113,2022-10-17,"11:07:00","Traveling",132,1,NA,2,1,290
"1011925","Tree Swallow",1000,42.3195895,-82.02075,2022-08-27,"11:04:00","Traveling",52,1.464,NA,3,1,239
"1013080","Tree Swallow",305,42.885524,-80.1569366,2022-08-15,"11:02:00","International Shorebird Survey (ISS)",32,1.254,NA,1,1,227
"1014636","Tree Swallow",405,42.034026,-83.040726,2022-10-29,"08:00:00","Stationary",540,NA,NA,5,1,302
"1014948","Tree Swallow",400,42.034026,-83.040726,2022-09-03,"08:00:00","Stationary",540,NA,NA,2,1,246
"1014954","Tree Swallow",325,42.034026,-83.040726,2022-09-08,"07:00:00","Stationary",540,NA,NA,3,1,251
"1015256","Tree Swallow",300,42.034026,-83.040726,2022-10-21,"07:00:00","Stationary",540,NA,NA,1,1,294
"1021415","Tree Swallow",506,42.5829243,-80.3983998,2023-08-05,"07:18:00","Traveling",60,1,NA,4,1,217
"1024379","Tree Swallow",950,42.034026,-83.040726,2023-10-16,"08:00:00","Stationary",510,NA,NA,5,1,289
"1024381","Tree Swallow",400,42.034026,-83.040726,2023-09-07,"08:00:00","Stationary",540,NA,NA,3,1,250
"1024482","Tree Swallow",520,42.034026,-83.040726,2023-10-05,"08:00:00","Stationary",360,NA,NA,2,1,278
"1024487","Tree Swallow",600,42.034026,-83.040726,2023-10-22,"08:30:00","Stationary",480,NA,NA,9,1,295
"1025577","Tree Swallow",1000,42.5812417,-80.4223895,2023-08-04,"08:08:00","Traveling",45,0.37,NA,1,0,216
"1025644","Tree Swallow",500,42.89217,-79.603084,2023-08-13,"19:30:00","Traveling",100,2,NA,7,1,225
"1026953","Tree Swallow",2000,42.5866291,-80.4417765,2023-08-11,"19:45:00","Stationary",45,NA,NA,1,1,223
"1027162","Tree Swallow",2500,42.5866291,-80.4417765,2023-08-07,"20:02:00","Traveling",58,0.094,NA,15,1,219
"1034296","Tree Swallow",600,42.034026,-83.040726,2023-10-23,"09:00:00","Stationary",420,NA,NA,6,1,296
"1040596","Tree Swallow",900,42.0360635,-83.0323366,2023-10-16,"08:00:00","Stationary",510,NA,NA,5,1,289
"1041556","Tree Swallow",352,42.5829243,-80.3983998,2023-08-19,"17:36:00","Stationary",68,NA,NA,2,1,231
"1041651","Tree Swallow",1000,42.5765569,-80.4530847,2023-08-04,"20:22:00","Traveling",28,2.751,NA,3,1,216
"1042678","Tree Swallow",3000,42.5611096,-80.2817345,2023-08-17,"07:30:00","Traveling",66,1,NA,2,1,229
"1044375","Tree Swallow",253,42.034026,-83.040726,2023-09-09,"08:00:00","Stationary",540,NA,NA,5,1,252
"1044378","Tree Swallow",400,42.034026,-83.040726,2023-09-07,"08:00:00","Stationary",540,NA,NA,3,1,250
"1047010","Tree Swallow",2500,42.5866291,-80.4417765,2023-08-07,"20:02:00","Traveling",58,0.094,NA,15,1,219
"1050537","Tree Swallow",500,42.5829243,-80.3983998,2023-07-03,"19:47:00","Stationary",96,NA,NA,1,0,184
"1050630","Tree Swallow",3000,42.5933333,-80.4547222,2023-07-28,"18:57:00","Stationary",60,NA,NA,2,1,209
"1051486","Tree Swallow",3000,42.5933333,-80.4547222,2023-07-28,"18:57:00","Stationary",60,NA,NA,2,1,209
"1052523","Tree Swallow",1000,42.5765569,-80.4530847,2023-08-04,"20:22:00","Traveling",28,2.751,NA,3,1,216
"1053419","Tree Swallow",280,42.042657,-82.661243,2023-10-19,"09:03:00","Incidental",NA,NA,NA,1,0,292
"1053978","Tree Swallow",344,42.034026,-83.040726,2023-10-11,"08:30:00","Stationary",450,NA,NA,10,1,284
"1054145","Tree Swallow",412,42.034026,-83.040726,2023-10-10,"07:30:00","Stationary",450,NA,NA,4,1,283
"1056612","Tree Swallow",10000,42.5866291,-80.4417765,2023-08-04,"20:00:00","Stationary",30,NA,NA,2,1,216
"1056896","Tree Swallow",10000,42.5866291,-80.4417765,2023-08-08,"19:59:00","Stationary",70,NA,NA,2,1,220
"1061918","Tree Swallow",250,42.5765569,-80.4530847,2023-07-15,"20:03:00","Traveling",35,2.264,NA,2,1,196
"1064054","Tree Swallow",340,42.034026,-83.040726,2023-09-26,"08:00:00","Stationary",480,NA,NA,3,1,269
"1064335","Tree Swallow",3000,42.034026,-83.040726,2023-10-26,"08:30:00","Stationary",450,NA,NA,7,1,299
"1071794","Tree Swallow",250,42.5611096,-80.2817345,2023-08-21,"09:00:00","Traveling",633,1.5,NA,2,1,233
"1072147","Tree Swallow",3000,42.5611096,-80.2817345,2023-08-17,"07:30:00","Traveling",66,1,NA,2,1,229
"1073874","Tree Swallow",500,42.034026,-83.040726,2023-10-25,"08:30:00","Stationary",510,NA,NA,4,1,298
"1073934","Tree Swallow",344,42.034026,-83.040726,2023-10-11,"08:30:00","Stationary",450,NA,NA,10,1,284
"1080682","Tree Swallow",506,42.5829243,-80.3983998,2023-08-05,"07:18:00","Traveling",60,1,NA,4,1,217
"1081358","Tree Swallow",3000,42.5611096,-80.2817345,2023-08-22,"07:35:00","Traveling",63,1,NA,1,1,234
"1083335","Tree Swallow",3050,42.034026,-83.040726,2023-10-27,"09:00:00","Stationary",420,NA,NA,4,1,300
"1086785","Tree Swallow",10000,42.5866291,-80.4417765,2023-08-04,"20:00:00","Stationary",30,NA,NA,2,1,216
"1091489","Tree Swallow",700,42.5933333,-80.4547222,2023-06-29,"17:18:00","Traveling",192,3.191,NA,2,1,180
"1093522","Tree Swallow",228,42.034026,-83.040726,2023-09-03,"08:00:00","Stationary",480,NA,NA,3,1,246
"1093978","Tree Swallow",400,42.034026,-83.040726,2023-10-19,"08:00:00","Stationary",420,NA,NA,3,1,292
"1094181","Tree Swallow",253,42.034026,-83.040726,2023-09-09,"08:00:00","Stationary",540,NA,NA,5,1,252
"1096758","Tree Swallow",2500,42.5866291,-80.4417765,2023-08-21,"20:14:00","Stationary",30,NA,NA,1,1,233
"1102397","Tree Swallow",300,42.3733834,-82.3952293,2023-08-06,"06:06:00","Traveling",115,4.893,NA,2,1,218
"1103385","Tree Swallow",340,42.034026,-83.040726,2023-09-26,"08:00:00","Stationary",480,NA,NA,3,1,269
"1103721","Tree Swallow",245,42.034026,-83.040726,2023-09-15,"08:00:00","Stationary",540,NA,NA,4,1,258
"1104122","Tree Swallow",215,42.034026,-83.040726,2023-09-16,"08:00:00","Stationary",480,NA,NA,5,1,259
"1109300","Tree Swallow",2000,42.03317,-83.0455,2023-10-27,"09:10:00","Traveling",159,3.12,NA,4,1,300
"1112474","Tree Swallow",500,42.5611096,-80.2817345,2023-08-18,"07:30:00","Traveling",60,1,NA,1,1,230
"1113494","Tree Swallow",400,42.034026,-83.040726,2023-10-19,"08:00:00","Stationary",420,NA,NA,3,1,292
"1113496","Tree Swallow",700,42.034026,-83.040726,2023-10-21,"08:00:00","Stationary",480,NA,NA,5,1,294
"1114178","Tree Swallow",600,42.034026,-83.040726,2023-10-22,"08:30:00","Stationary",480,NA,NA,9,1,295
"1120125","Tree Swallow",352,42.5829243,-80.3983998,2023-08-19,"17:36:00","Stationary",68,NA,NA,2,1,231
"1121156","Tree Swallow",300,42.3733834,-82.3952293,2023-08-06,"06:06:00","Traveling",115,4.893,NA,2,1,218
"1123172","Tree Swallow",245,42.034026,-83.040726,2023-09-15,"08:00:00","Stationary",540,NA,NA,4,1,258
"1124005","Tree Swallow",322,42.034026,-83.040726,2023-09-27,"08:00:00","Stationary",480,NA,NA,4,1,270
"1124009","Tree Swallow",215,42.034026,-83.040726,2023-09-16,"08:00:00","Stationary",480,NA,NA,5,1,259
"1126859","Tree Swallow",10000,42.5866291,-80.4417765,2023-08-08,"19:59:00","Stationary",70,NA,NA,2,1,220
"1131017","Tree Swallow",506,42.5829243,-80.3983998,2023-08-05,"07:18:00","Traveling",60,1,NA,4,1,217
"1131685","Tree Swallow",1000,42.1686111,-82.8416667,2023-09-16,"10:00:00","Traveling",82,3,NA,1,1,259
"1133560","Tree Swallow",500,42.034026,-83.040726,2023-10-24,"07:30:00","Stationary",450,NA,NA,2,1,297
"1133627","Tree Swallow",322,42.034026,-83.040726,2023-09-27,"12:00:00","Stationary",240,NA,NA,4,1,270
"1136062","Tree Swallow",2500,42.5866291,-80.4417765,2023-08-07,"20:02:00","Traveling",58,0.094,NA,15,1,219
"1139740","Tree Swallow",250,42.3771542,-82.3488499,2023-08-03,"14:03:00","Incidental",NA,NA,NA,1,0,215
"1141212","Tree Swallow",250,42.5611096,-80.2817345,2023-08-21,"09:00:00","Traveling",633,1.5,NA,2,1,233
"1141545","Tree Swallow",270,42.5611096,-80.2817345,2023-08-25,"08:48:00","Traveling",648,1,NA,2,1,237
"1141867","Tree Swallow",250,42.5765569,-80.4530847,2023-07-15,"20:03:00","Traveling",35,2.264,NA,2,1,196
"1142060","Tree Swallow",450,42.1158928,-82.412374,2023-10-22,"08:00:00","Stationary",520,NA,NA,1,1,295
"1143302","Tree Swallow",520,42.034026,-83.040726,2023-10-05,"08:00:00","Stationary",360,NA,NA,2,1,278
"1143303","Tree Swallow",500,42.034026,-83.040726,2023-10-25,"08:30:00","Stationary",510,NA,NA,4,1,298
"1143328","Tree Swallow",250,41.9693171,-82.5288464,2023-08-06,"16:30:00","Traveling",50,1.609,NA,3,1,218
"1143516","Tree Swallow",1106,42.034026,-83.040726,2023-10-07,"08:00:00","Stationary",480,NA,NA,5,1,280
"1143777","Tree Swallow",700,42.034026,-83.040726,2023-10-21,"08:00:00","Stationary",480,NA,NA,5,1,294
"1143983","Tree Swallow",500,42.034026,-83.040726,2023-10-24,"07:30:00","Stationary",450,NA,NA,2,1,297
"1145993","Tree Swallow",2500,42.5866291,-80.4417765,2023-08-07,"20:02:00","Traveling",58,0.094,NA,15,1,219
"1151739","Tree Swallow",270,42.5611096,-80.2817345,2023-08-25,"08:48:00","Traveling",648,1,NA,2,1,237
"1152842","Tree Swallow",700,42.266557,-81.8426726,2023-10-10,"07:23:00","Stationary",170,NA,NA,1,1,283
"1153229","Tree Swallow",700,42.034026,-83.040726,2023-10-21,"08:00:00","Stationary",480,NA,NA,5,1,294
"1153230","Tree Swallow",1106,42.034026,-83.040726,2023-10-07,"08:00:00","Stationary",480,NA,NA,5,1,280
"1153689","Tree Swallow",322,42.034026,-83.040726,2023-09-27,"08:00:00","Stationary",480,NA,NA,4,1,270
"1153692","Tree Swallow",950,42.034026,-83.040726,2023-10-16,"08:00:00","Stationary",510,NA,NA,5,1,289
"1153693","Tree Swallow",344,42.034026,-83.040726,2023-10-11,"08:30:00","Stationary",450,NA,NA,10,1,284
"1162463","Tree Swallow",412,42.034026,-83.040726,2023-10-10,"07:30:00","Stationary",450,NA,NA,4,1,283
"1162468","Tree Swallow",1106,42.034026,-83.040726,2023-10-07,"08:00:00","Stationary",480,NA,NA,5,1,280
"1163022","Tree Swallow",228,42.034026,-83.040726,2023-09-03,"08:00:00","Stationary",480,NA,NA,3,1,246
"1163031","Tree Swallow",900,42.034026,-83.040726,2023-10-25,"11:30:00","Stationary",15,NA,NA,5,1,298
"1163135","Tree Swallow",600,42.034026,-83.040726,2023-10-23,"09:00:00","Stationary",420,NA,NA,6,1,296
"1169365","Tree Swallow",350,42.015984,-82.5019418,2023-10-15,"16:18:00","Stationary",19,NA,NA,1,1,288
